VIN (1-10),County,City,Model Year,Make,Model,Electric Vehicle Type,Electric Range,Vehicle Location
7SAYGDEE4N,King,Seattle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.38591 47.67597)
1G1RA6S52H,King,Seattle,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,POINT (-122.3684 47.64586)
1GYKPSRL9R,Kitsap,Port Orchard,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),0,POINT (-122.63847 47.54103)
5YJ3E1EA1H,King,Seattle,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,POINT (-122.3684 47.64586)
KNDC34LA8R,King,Sammamish,2024,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.02054 47.60326)
3GNKDCRJ9R,King,Seattle,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),0,POINT (-122.38418 47.70044)
7SAYGDEE2P,King,Kent,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
2C4RC1S71R,King,Burien,2024,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,POINT (-122.36178 47.49408)
JTMABABA7R,Kitsap,Bainbridge Island,2024,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),0,POINT (-122.521 47.62728)
KM8KRDDF1R,Thurston,Olympia,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.9131 47.01359)
7SAYGDEE6P,King,Issaquah,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.00292 47.54748)
7SAXCBE69P,King,Bellevue,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
5YJSA1H29F,Snohomish,Mukilteo,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,POINT (-122.29196 47.89908)
7FCTGBAA3S,King,Seattle,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
7SAYGDEE0N,King,Kirkland,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
KM8HB3A75R,King,Seattle,2024,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
1N4BZ1DV0M,King,Auburn,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.1821 47.3199)
1N4CZ1CV9R,King,Kirkland,2024,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
7SAYGDEF2N,King,Kent,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
5UXTS1C07L,Snohomish,Edmonds,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17,POINT (-122.31768 47.87166)
1N4AZ0CP6F,King,Seattle,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,POINT (-122.30253 47.72656)
5YJYGAEE6M,King,Redmond,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
5YJYGAEE4M,King,Kirkland,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
4JGGM1CB6P,King,Bothell,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
5YJSA1E54N,King,Seattle,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,POINT (-122.3684 47.64586)
KM8KNDAF6P,King,Kent,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.17743 47.41185)
5YJYGDEE5M,King,Kirkland,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
KNDC34LA5R,Clark,Vancouver,2024,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.62731 45.71668)
WBY1Z6C59H,King,Seattle,2017,BMW,I3,Battery Electric Vehicle (BEV),81,POINT (-122.35029 47.71871)
5YJYGDEEXM,King,Bellevue,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
7SAYGDEE6P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
7SAYGDEF8P,King,Kirkland,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
5YJYGDEE6M,King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.35029 47.71871)
WA1LABGE5M,King,Bellevue,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),0,POINT (-122.12056 47.61334)
5UXTA6C02N,King,Bellevue,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30,POINT (-122.12096 47.55584)
1G1FW6S0XP,Kitsap,Silverdale,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,POINT (-122.69275 47.65171)
5YJ3E1EB0M,King,Seattle,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.31009 47.60803)
7SAYGDEE0P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
7PDSGABA2P,King,Kirkland,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
7SAYGDED5P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.12056 47.61334)
1GYKPWRL0R,Thurston,Olympia,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),0,POINT (-122.92333 47.03779)
YV4BR0CK5M,Island,Coupeville,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18,POINT (-122.68558 48.21857)
5YJSA1E22G,King,Seattle,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,POINT (-122.3684 47.64586)
5YJ3E1EA5R,King,Kent,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
5YJ3E1EA1J,Island,Coupeville,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.68558 48.21857)
WAUUPBFF2H,Thurston,Olympia,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16,POINT (-122.75103 47.08149)
5YJYGDEE2L,King,Pacific,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,POINT (-122.24692 47.26465)
5YJ3E1EA4M,King,Auburn,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.22285 47.30507)
1FT6W1EV7P,Clark,Vancouver,2023,FORD,F-150,Battery Electric Vehicle (BEV),0,POINT (-122.55149 45.69345)
WBAJB1C50K,King,Bellevue,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),15,POINT (-122.1872 47.61001)
7SAXCDE57P,King,Redmond,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
7SAYGDEE7P,King,Issaquah,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.03439 47.5301)
W1KCG4EB9P,Snohomish,Edmonds,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),0,POINT (-122.31768 47.87166)
JTDKARFP7H,King,Seattle,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.35029 47.71871)
5YJ3E1EC8N,King,Renton,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.08747 47.4466)
7SAYGDEF3R,Thurston,Olympia,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.81754 46.98876)
YV4BR0CKXM,King,Seattle,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18,POINT (-122.36498 47.72238)
KNDC4DLC1R,Clark,Vancouver,2024,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.55149 45.69345)
WVWKP7AU3G,Kitsap,Bainbridge Island,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),83,POINT (-122.521 47.62728)
5YJYGDEE0L,King,Bellevue,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,POINT (-122.11867 47.63131)
7SAYGDEE3P,King,Redmond,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
WB523CF03P,Yakima,Selah,2023,BMW,IX,Battery Electric Vehicle (BEV),0,POINT (-120.53145 46.65405)
1N4CZ1CV6P,King,Kent,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
7SAYGDEEXR,King,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.12056 47.61334)
5YJSA1E28G,King,Federal Way,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,POINT (-122.36321 47.3084)
3FMTK1SU1R,Kitsap,Port Orchard,2024,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,POINT (-122.63847 47.54103)
7SAYGDEE5R,King,Redmond,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
5YJ3E1EA8P,King,Kent,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.09124 47.33778)
KNDC3DLC7N,Kitsap,Poulsbo,2022,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.64681 47.73689)
5UX43EU09R,King,Bellevue,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39,POINT (-122.11867 47.63131)
5YJYGDEE5M,King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.35436 47.67596)
5YJ3E1ETXR,Clark,Vancouver,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.57722 45.64251)
7SAYGDED9P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5YJ3E1EB7N,King,Bellevue,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.1621 47.64441)
5YJ3E1EA7J,King,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.36498 47.72238)
7SAYGDEE6R,King,Seattle,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.35029 47.71871)
7SAYGDEE2P,King,Kirkland,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
5YJXCAE45G,Yakima,Yakima,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200,POINT (-120.52401 46.59739)
7PDSGCBA3R,King,Bellevue,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5UX43EU01S,King,Bellevue,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),40,POINT (-122.1872 47.61001)
5YJ3E1EA5P,King,Bellevue,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.11867 47.63131)
5YJYGDEE7L,King,Redmond,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,POINT (-122.13158 47.67858)
1C4RJYD67N,Island,Coupeville,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.68558 48.21857)
KM8K53AG8M,King,Kirkland,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
5YJ3E1EA6K,Snohomish,Snohomish,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,POINT (-122.1389 47.87115)
5YJ3E1EB8R,King,Renton,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.1805 47.50006)
JTDKARFP2H,King,Redmond,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.13158 47.67858)
2T3YL4DV0E,King,Bellevue,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),103,POINT (-122.1621 47.64441)
WP0AD2A72E,King,Bellevue,2014,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),15,POINT (-122.12096 47.55584)
1C4RJXP65R,King,Tukwila,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.3317 47.50314)
1N4AZ0CP4F,King,Shoreline,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,POINT (-122.3175 47.75781)
1GT10BDD4R,King,Auburn,2024,GMC,HUMMER EV PICKUP,Battery Electric Vehicle (BEV),0,POINT (-122.22285 47.30507)
7SAXCDE56P,King,Bellevue,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
WVWKP7AU6G,King,Seattle,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),83,POINT (-122.23825 47.49461)
7SAYGDEE2P,King,Sammamish,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.03539 47.61344)
5YJ3E1EB2P,King,Kirkland,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
1G1FZ6S01K,Clark,Vancouver,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,POINT (-122.55149 45.69345)
1C4RJYB62P,King,Bellevue,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.11867 47.63131)
JM3KKEHA5R,King,Redmond,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),26,POINT (-122.13158 47.67858)
KM8KRDDF4R,King,Redmond,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
1N4CZ1CV4S,King,Shoreline,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.35029 47.71871)
1N4AZ1CP8K,King,Duvall,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150,POINT (-121.98609 47.74068)
3FMTK1RM6P,King,Kirkland,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
4W5KHNRL9R,King,Bellevue,2024,ACURA,ZDX,Battery Electric Vehicle (BEV),0,POINT (-122.1621 47.64441)
JTDACACU1R,King,Bellevue,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),39,POINT (-122.11867 47.63131)
7SAYGDEE2R,King,Kent,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
7SAYGDEE4P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5YJ3E1EB5N,King,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.31009 47.60803)
1G1FX6S02H,King,Kirkland,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,POINT (-122.2066 47.67887)
7SAYGDEE6P,Jefferson,Port Ludlow,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.68475 47.92989)
7SAYGDEE0R,King,Renton,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1805 47.50006)
KM8KRDAF2P,Clark,Vancouver,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.48723 45.63701)
5YJ3E1EC2M,King,Kent,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
7FCTGAAA0N,King,Sammamish,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0,POINT (-122.03539 47.61344)
KNDRMDJH1S,King,Renton,2025,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),30,POINT (-122.15734 47.48718)
7SAYGDEF5P,King,Renton,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.15734 47.48718)
5YJSA1E21K,King,Redmond,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270,POINT (-122.13158 47.67858)
WP0BA2Y1XR,King,Kirkland,2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
KMHM34AC4R,King,Redmond,2024,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
7SAYGDEE2R,King,Renton,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1805 47.50006)
5YJ3E1EA3J,King,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.35029 47.71871)
5YJ3E1EA6J,King,Renton,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.08747 47.4466)
7SAYGDED2P,King,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
5YJ3E1EB4L,Clark,Ridgefield,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322,POINT (-122.74595 45.81539)
5YJSA1E22F,Kitsap,Silverdale,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,POINT (-122.69275 47.65171)
7SAYGDEEXS,King,Bellevue,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
7SAYGDEF8R,King,Auburn,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1821 47.3199)
7SAYGDEE8P,King,Redmond,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
1G1FY6S02M,King,Seattle,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
3FMTK1S59P,King,Seattle,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,POINT (-122.31676 47.68156)
3GPKHZRJ3R,Yakima,Selah,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),0,POINT (-120.53145 46.65405)
7SAYGDEE4R,King,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5YJ3E1EA9P,Clark,Vancouver,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.55149 45.69345)
5YJYGAEE7M,King,Kirkland,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
1N4AZ0CP6F,King,Seattle,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,POINT (-122.30253 47.72656)
7SAYGDEF9N,Clark,Vancouver,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.70303 45.70954)
5YJ3E1EA5L,King,Bellevue,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266,POINT (-122.11867 47.63131)
5YJSA1E24H,King,Kirkland,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,POINT (-122.22901 47.72201)
WP1AC2XA6R,King,Kent,2024,PORSCHE,MACAN,Battery Electric Vehicle (BEV),288,POINT (-122.17743 47.41185)
WA1E2AFY6M,Kitsap,Bainbridge Island,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),18,POINT (-122.521 47.62728)
KM8S7DA26P,King,Seattle,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),30,POINT (-122.36498 47.72238)
7JRH60FW7P,King,Kirkland,2023,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),41,POINT (-122.22901 47.72201)
7SAXCBE56P,King,Bellevue,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
7PDSGCBA7R,King,Kirkland,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
WVGJNPE28N,King,Seattle,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.31676 47.68156)
3FA6P0SU0L,Cowlitz,Ariel,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),26,POINT (-122.53658 45.98974)
5YJ3E1EB1N,King,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.35022 47.63824)
JTMAB3FV5P,King,Seattle,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,POINT (-122.23825 47.49461)
JTDKAMFP1M,King,Redmond,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.13158 47.67858)
1FADP3R43D,Snohomish,Lake Stevens,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),76,POINT (-122.06402 48.01497)
WA1E2AFY1M,King,Seattle,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),18,POINT (-122.35436 47.67596)
7SAYGAEE3R,King,Auburn,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1821 47.3199)
5YJ3E1EA8R,King,Kent,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.23741 47.3807)
5YJSA1E62M,King,Bellevue,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5YJ3E1EA8M,King,Issaquah,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.03439 47.5301)
7SAYGDEF1N,Clark,Vancouver,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.62731 45.71668)
JTMFB3FV1R,King,Seattle,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,POINT (-122.30253 47.72656)
KNDC4DLC3R,King,Seattle,2024,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.31009 47.60803)
5YJYGDEE1M,King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.35436 47.67596)
1G1RB6S58H,King,Renton,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,POINT (-122.1805 47.50006)
LPSED3KA5N,King,North Bend,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),0,POINT (-121.7831 47.49348)
7SAYGAEE9P,King,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.35029 47.71871)
7SAYGDEE4N,King,Newcastle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.15734 47.48718)
WMW13DJ02N,King,Seattle,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),0,POINT (-122.36178 47.49408)
WVWKR7AU5K,King,Seattle,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125,POINT (-122.30253 47.72656)
7SAYGDEF5P,Kitsap,Olalla,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.54729 47.42602)
1N4AZ0CP0F,King,Seattle,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,POINT (-122.31009 47.60803)
7SAYGDEE0P,King,Bothell,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
7SAYGDEE6R,Clark,Vancouver,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.70303 45.70954)
5YJ3E1EA6J,King,Newcastle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.1805 47.50006)
KNDCR3L12P,King,Kirkland,2023,KIA,NIRO,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
5YJSA1H20E,King,Kirkland,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,POINT (-122.22901 47.72201)
WP0BA2Y17R,King,Seattle,2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0,POINT (-122.36498 47.72238)
1GC10UED0R,King,Bellevue,2024,CHEVROLET,SILVERADO EV,Battery Electric Vehicle (BEV),0,POINT (-122.1621 47.64441)
KNDAEFS55R,Clark,Vancouver,2024,KIA,EV9,Battery Electric Vehicle (BEV),0,POINT (-122.49212 45.60365)
1FADP5CU6D,Clark,Vancouver,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19,POINT (-122.62731 45.71668)
7SAYGDEE0P,King,Kirkland,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
7SAYGDEE7N,King,Bellevue,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
KM8HE3A63R,King,Newcastle,2024,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0,POINT (-122.1805 47.50006)
WBA33AG01M,Clark,Vancouver,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),18,POINT (-122.70303 45.70954)
7SAYGAEE6R,King,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5UX43EU07R,King,Sammamish,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39,POINT (-122.03539 47.61344)
1V2VMPE83P,King,Redmond,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
KNDC3DLC7N,Clark,Vancouver,2022,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.62731 45.71668)
5YJ3E1EA3N,King,Auburn,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.1821 47.3199)
7SAYGDEE9P,Kitsap,Seabeck,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.81585 47.64509)
5YJ3E1EB6K,King,Kent,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,POINT (-122.17743 47.41185)
JTMABACA4R,King,Renton,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),0,POINT (-122.197 47.43876)
7SAYGAEE9P,King,Auburn,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1821 47.3199)
7SAYGDEEXS,King,Kirkland,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
WA1F2AFYXR,Snohomish,Lake Stevens,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),23,POINT (-122.06402 48.01497)
7SAYGAEE4N,King,Sammamish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.03539 47.61344)
KM8KNDDF6R,Snohomish,Everett,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.18637 47.89251)
KNDCC3LD5J,Kitsap,Bainbridge Island,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26,POINT (-122.521 47.62728)
5YJXCDE27L,King,Bellevue,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),289,POINT (-122.1872 47.61001)
KNDC5DLE2P,Clark,Vancouver,2023,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.49212 45.60365)
YV4H60CF8R,King,Kirkland,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),32,POINT (-122.22901 47.72201)
ZACPDFDW4R,Thurston,Yelm,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),32,POINT (-122.60735 46.94239)
KNDC4DLCXR,King,Bellevue,2024,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.11867 47.63131)
7SAXCDE56N,Clark,Vancouver,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,POINT (-122.62731 45.71668)
